window,true_label,true_activity,predicted,dominant_freq_hz,acf_step_freq_hz,steps_in_window,step_rate_per_min,mag_mean,mag_std,mag_rms,wavelet_A4,wavelet_D4,wavelet_D3,wavelet_D2,wavelet_D1,reason
374,B,Jogging,Brisk Walking,2.353,2.5,6,141.2,14.6957,4.8506,15.4755,0,0,0,0.0237,0.0023,Step freq ~2.50 Hz
375,B,Jogging,Brisk Walking,2.353,2.5,6,141.2,14.447,5.2431,15.369,0,0,0,0.0328,0.0035,Step freq ~2.50 Hz
376,B,Jogging,Brisk Walking,2.745,2.5,6,141.2,14.2098,5.2155,15.1367,0,0,0,0.0433,0.0039,Step freq ~2.75 Hz
377,B,Jogging,Brisk Walking,2.353,2.222,6,141.2,15.4078,4.9685,16.1891,0,0,0,0.0409,0.0031,Step freq ~2.35 Hz
378,B,Jogging,Brisk Walking,2.353,2.222,6,141.2,15.7663,5.7724,16.7898,0,0,0,0.0347,0.0028,Step freq ~2.35 Hz
379,B,Jogging,Brisk Walking,2.353,2.222,5,117.6,15.9715,5.6893,16.9546,0,0,0,0.0408,0.0027,Step freq ~2.35 Hz
380,B,Jogging,Brisk Walking,2.353,2.222,5,117.6,14.6221,4.9524,15.4381,0,0,0,0.0223,0.0024,Step freq ~2.35 Hz
381,B,Jogging,Brisk Walking,2.353,2.5,6,141.2,15.5715,5.4295,16.4909,0,0,0,0.0535,0.0036,Step freq ~2.50 Hz
382,B,Jogging,Brisk Walking,2.353,2.5,6,141.2,14.7422,5.1951,15.6308,0,0,0,0.0487,0.0045,Step freq ~2.50 Hz
383,B,Jogging,Brisk Walking,2.353,2.5,6,141.2,14.6679,5.2623,15.5833,0,0,0,0.0136,0.0056,Step freq ~2.50 Hz
384,B,Jogging,Brisk Walking,2.353,2.5,6,141.2,14.6008,4.8078,15.372,0,0,0,0.0547,0.005,Step freq ~2.50 Hz
385,B,Jogging,Brisk Walking,2.353,2.5,6,141.2,14.7694,5.2876,15.6874,0,0,0,0.0577,0.0033,Step freq ~2.50 Hz
386,B,Jogging,Brisk Walking,2.745,2.5,6,141.2,14.374,5.2891,15.3162,0,0,0,0.0503,0.0033,Step freq ~2.75 Hz
387,B,Jogging,Brisk Walking,2.353,2.5,6,141.2,15.642,6.0431,16.7688,0,0,0,0.0449,0.0056,Step freq ~2.50 Hz
388,B,Jogging,Brisk Walking,2.353,2.5,6,141.2,14.204,4.8301,15.0028,0,0,0,0.0214,0.005,Step freq ~2.50 Hz
389,B,Jogging,Brisk Walking,2.353,2.5,6,141.2,14.4343,4.9895,15.2723,0,0,0,0.0488,0.0021,Step freq ~2.50 Hz
390,B,Jogging,Brisk Walking,2.745,2.5,6,141.2,13.837,4.9852,14.7076,0,0,0,0.0733,0.0055,Step freq ~2.75 Hz
391,B,Jogging,Brisk Walking,2.353,2.5,6,141.2,14.5476,5.3629,15.5046,0,0,0,0.0645,0.0056,Step freq ~2.50 Hz
392,B,Jogging,Brisk Walking,2.353,2.5,5,117.6,15.5817,5.6579,16.5771,0,0,0,0.0399,0.0016,Step freq ~2.50 Hz
393,B,Jogging,Brisk Walking,2.745,2.5,6,141.2,12.9782,5.5114,14.1,0,0,0,0.0922,0.0058,Step freq ~2.75 Hz
394,B,Jogging,Brisk Walking,2.745,2.5,6,141.2,15.4738,5.4777,16.4148,0,0,0,0.0684,0.0052,Step freq ~2.75 Hz
395,B,Jogging,Brisk Walking,2.353,2.5,6,141.2,14.8177,5.3484,15.7534,0,0,0,0.0423,0.0031,Step freq ~2.50 Hz
396,B,Jogging,Brisk Walking,2.353,2.5,6,141.2,14.322,5.7548,15.435,0,0,0,0.0184,0.0024,Step freq ~2.50 Hz
397,B,Jogging,Brisk Walking,2.353,2.5,6,141.2,13.944,5.1866,14.8774,0,0,0,0.0939,0.0058,Step freq ~2.50 Hz
398,B,Jogging,Brisk Walking,2.353,2.5,6,141.2,13.8617,5.5759,14.9412,0,0,0,0.0994,0.0033,Step freq ~2.50 Hz
399,B,Jogging,Brisk Walking,2.353,2.5,5,117.6,14.6394,5.8611,15.7691,0,0,0,0.0295,0.0029,Step freq ~2.50 Hz
400,B,Jogging,Brisk Walking,2.353,2.5,6,141.2,15.5248,5.9903,16.6404,0,0,0,0.0718,0.0032,Step freq ~2.50 Hz
401,B,Jogging,Brisk Walking,2.353,2.5,6,141.2,14.7707,5.0603,15.6134,0,0,0,0.014,0.004,Step freq ~2.50 Hz
402,B,Jogging,Brisk Walking,2.353,2.5,6,141.2,14.889,5.5995,15.9071,0,0,0,0.0832,0.004,Step freq ~2.50 Hz
403,B,Jogging,Brisk Walking,2.353,2.5,7,164.7,15.6175,5.776,16.6514,0,0,0,0.046,0.004,Step freq ~2.50 Hz
404,B,Jogging,Brisk Walking,2.353,2.5,6,141.2,13.2471,5.7766,14.4518,0,0,0,0.0303,0.0048,Step freq ~2.50 Hz
405,B,Jogging,Brisk Walking,2.353,2.5,6,141.2,13.5383,5.707,14.6921,0,0,0,0.0624,0.0032,Step freq ~2.50 Hz
406,B,Jogging,Brisk Walking,2.353,2.5,6,141.2,14.4003,5.8478,15.5424,0,0,0,0.0656,0.005,Step freq ~2.50 Hz
407,B,Jogging,Brisk Walking,2.353,2.5,6,141.2,12.8414,6.0727,14.2049,0,0,0,0.0133,0.0042,Step freq ~2.50 Hz
408,B,Jogging,Brisk Walking,2.353,2.5,6,141.2,12.9645,5.3917,14.041,0,0,0,0.0134,0.0074,Step freq ~2.50 Hz
409,B,Jogging,Brisk Walking,2.353,2.5,6,141.2,13.9652,5.7157,15.0896,0,0,0,0.0937,0.0049,Step freq ~2.50 Hz
410,B,Jogging,Brisk Walking,2.353,2.5,6,141.2,14.8342,5.9353,15.9775,0,0,0,0.0819,0.0073,Step freq ~2.50 Hz
411,B,Jogging,Brisk Walking,2.353,2.5,6,141.2,16.2237,6.345,17.4203,0,0,0,0.0245,0.0052,Step freq ~2.50 Hz
412,B,Jogging,Brisk Walking,2.353,2.5,5,117.6,14.7275,5.8286,15.839,0,0,0,0.0331,0.0056,Step freq ~2.50 Hz
413,B,Jogging,Brisk Walking,2.353,2.5,6,141.2,16.1997,5.2439,17.0273,0,0,0,0.0522,0.0045,Step freq ~2.50 Hz
414,B,Jogging,Brisk Walking,2.353,2.5,6,141.2,14.7516,5.5197,15.7505,0,0,0,0.0075,0.0067,Step freq ~2.50 Hz
415,B,Jogging,Brisk Walking,2.353,2.5,5,117.6,13.644,5.403,14.6749,0,0,0,0.0608,0.0034,Step freq ~2.50 Hz
416,B,Jogging,Brisk Walking,2.745,2.5,6,141.2,14.4126,6.2719,15.7181,0,0,0,0.0344,0.008,Step freq ~2.75 Hz
417,B,Jogging,Brisk Walking,2.353,2.222,5,117.6,14.7815,6.401,16.1079,0,0,0,0.0439,0.004,Step freq ~2.35 Hz
418,B,Jogging,Brisk Walking,2.353,2.222,5,117.6,15.447,5.7964,16.4987,0,0,0,0.0344,0.0028,Step freq ~2.35 Hz
419,B,Jogging,Brisk Walking,2.353,2.222,6,141.2,15.8583,5.9584,16.9407,0,0,0,0.0497,0.0024,Step freq ~2.35 Hz
420,B,Jogging,Brisk Walking,2.353,2.222,6,141.2,15.4787,5.4994,16.4266,0,0,0,0.0447,0.0022,Step freq ~2.35 Hz
421,B,Jogging,Brisk Walking,1.961,2.222,6,141.2,15.6144,5.9382,16.7055,0,0,0,0.027,0.0022,Step freq ~2.22 Hz
422,B,Jogging,Brisk Walking,2.353,2.222,5,117.6,15.3516,6.0744,16.5097,0,0,0,0.0178,0.0027,Step freq ~2.35 Hz
423,B,Jogging,Brisk Walking,2.353,2.222,5,117.6,15.1911,6.2396,16.4226,0,0,0,0.0687,0.0045,Step freq ~2.35 Hz
424,B,Jogging,Brisk Walking,2.353,2.5,6,141.2,15.6349,5.9164,16.7169,0,0,0,0.0317,0.0036,Step freq ~2.50 Hz
425,D,Sitting,Brisk Walking,1.176,1.538,2,47.1,11.0542,3.8737,11.7132,0,0,0,0.0107,0.0005,Step freq ~1.54 Hz
426,D,Sitting,Sitting,3.137,2.857,3,70.6,9.816,0.1698,9.8174,0,0,0,0.0002,0.0,"Very low variance, near-gravity magnitude"
427,D,Sitting,Sitting,3.137,3.333,7,164.7,9.8209,0.0639,9.8211,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
428,D,Sitting,Sitting,3.137,3.333,5,117.6,9.8185,0.0784,9.8188,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
429,D,Sitting,Sitting,2.745,2.857,6,141.2,9.8047,0.1954,9.8067,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
430,D,Sitting,Sitting,3.922,4.0,6,141.2,9.8003,0.1319,9.8012,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
431,D,Sitting,Sitting,3.137,4.0,3,70.6,9.8138,0.09,9.8142,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
432,D,Sitting,Sitting,3.529,4.0,3,70.6,9.8255,0.0993,9.826,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
433,D,Sitting,Sitting,0.784,1.0,5,117.6,9.8303,0.0179,9.8304,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
434,D,Sitting,Sitting,2.745,2.222,3,70.6,9.8202,0.0159,9.8202,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
435,D,Sitting,Sitting,3.137,3.333,4,94.1,9.8247,0.0273,9.8248,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
436,D,Sitting,Sitting,3.922,4.0,5,117.6,9.8241,0.0227,9.8241,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
437,D,Sitting,Sitting,1.961,1.818,5,117.6,9.8311,0.0232,9.8312,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
438,D,Sitting,Sitting,0.784,0.833,6,141.2,9.8288,0.022,9.8288,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
439,D,Sitting,Sitting,3.137,2.857,5,117.6,9.8259,0.0384,9.826,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
440,D,Sitting,Sitting,3.529,0.0,3,70.6,9.8195,0.0799,9.8199,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
441,D,Sitting,Sitting,3.529,4.0,2,47.1,9.833,0.1217,9.8338,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
442,D,Sitting,Sitting,3.137,3.333,4,94.1,9.8232,0.1062,9.8238,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
443,D,Sitting,Sitting,2.353,2.222,6,141.2,9.8316,0.0296,9.8316,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
444,D,Sitting,Sitting,4.314,4.0,5,117.6,9.8102,0.1181,9.8109,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
445,D,Sitting,Sitting,3.529,2.222,4,94.1,9.8387,0.0925,9.8391,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
446,D,Sitting,Sitting,1.961,2.0,5,117.6,9.8364,0.1278,9.8372,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
447,D,Sitting,Sitting,3.529,4.0,4,94.1,9.8226,0.1548,9.8238,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
448,D,Sitting,Sitting,3.137,3.333,7,164.7,9.8342,0.1973,9.8362,0,0,0,0.0002,0.0,"Very low variance, near-gravity magnitude"
449,D,Sitting,Sitting,3.529,3.333,6,141.2,9.8242,0.0666,9.8245,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
450,D,Sitting,Sitting,2.745,2.857,5,117.6,9.8243,0.0747,9.8246,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
451,D,Sitting,Sitting,3.137,3.333,7,164.7,9.8305,0.049,9.8306,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
452,D,Sitting,Sitting,3.529,4.0,6,141.2,9.835,0.0686,9.8353,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
453,D,Sitting,Sitting,3.529,3.333,5,117.6,9.8284,0.0648,9.8286,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
454,D,Sitting,Sitting,3.922,1.25,5,117.6,9.829,0.0449,9.8291,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
455,D,Sitting,Running (fast),3.529,4.0,4,94.1,9.9743,0.8714,10.0123,0,0,0,0.0057,0.0002,"Step freq ~4.00 Hz, high cadence"
456,D,Sitting,Sitting,1.961,2.857,2,47.1,9.9047,0.3039,9.9094,0,0,0,0.0003,0.0,"Very low variance, near-gravity magnitude"
457,D,Sitting,Sitting,3.922,3.333,3,70.6,9.8326,0.3371,9.8384,0,0,0,0.0011,0.0,"Very low variance, near-gravity magnitude"
458,D,Sitting,Running (fast),3.922,4.0,3,70.6,9.9094,1.3717,10.0039,0,0,0,0.0081,0.0003,"Step freq ~4.00 Hz, high cadence"
459,D,Sitting,Sitting,4.314,4.0,5,117.6,9.8427,0.0317,9.8428,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
460,D,Sitting,Sitting,3.529,4.0,5,117.6,9.8459,0.0636,9.8461,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
461,D,Sitting,Sitting,4.314,2.222,5,117.6,9.8337,0.0641,9.8339,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
462,D,Sitting,Sitting,3.137,3.333,5,117.6,9.8414,0.039,9.8415,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
463,D,Sitting,Sitting,3.922,4.0,6,141.2,9.8342,0.0542,9.8344,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
464,D,Sitting,Sitting,3.529,4.0,6,141.2,9.8359,0.0384,9.836,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
465,D,Sitting,Sitting,0.392,2.857,6,141.2,9.8451,0.0172,9.8451,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
466,D,Sitting,Sitting,3.529,4.0,4,94.1,9.8455,0.0198,9.8455,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
467,D,Sitting,Sitting,3.922,2.222,5,117.6,9.8324,0.0493,9.8325,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
468,D,Sitting,Sitting,4.314,4.0,5,117.6,9.8463,0.0649,9.8465,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
469,D,Sitting,Sitting,1.569,1.429,4,94.1,9.85,0.0302,9.8501,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
470,D,Sitting,Sitting,3.922,4.0,5,117.6,9.8447,0.0495,9.8449,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
471,D,Sitting,Sitting,3.529,1.176,4,94.1,9.8446,0.0229,9.8446,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
472,D,Sitting,Sitting,2.745,2.5,5,117.6,9.8469,0.0233,9.8469,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
473,D,Sitting,Sitting,3.137,4.0,7,164.7,9.8405,0.0308,9.8406,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
474,D,Sitting,Sitting,3.922,4.0,5,117.6,9.8365,0.0199,9.8365,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
475,D,Sitting,Sitting,3.529,4.0,6,141.2,9.8364,0.0212,9.8364,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
476,D,Sitting,Sitting,3.922,4.0,5,117.6,9.8416,0.0265,9.8416,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
477,D,Sitting,Sitting,2.745,2.857,7,164.7,9.8375,0.0589,9.8377,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
478,D,Sitting,Sitting,3.529,4.0,6,141.2,9.8384,0.0284,9.8384,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
479,D,Sitting,Sitting,2.745,4.0,6,141.2,9.8379,0.0465,9.838,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
480,D,Sitting,Sitting,3.922,4.0,5,117.6,9.8395,0.0402,9.8396,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
481,D,Sitting,Sitting,3.529,4.0,5,117.6,9.8416,0.0348,9.8416,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
482,D,Sitting,Sitting,1.176,1.25,4,94.1,9.8449,0.0196,9.845,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
483,D,Sitting,Sitting,2.745,2.857,4,94.1,9.8497,0.1047,9.8502,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
484,D,Sitting,Sitting,3.922,4.0,4,94.1,9.8361,0.0547,9.8362,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
485,D,Sitting,Sitting,3.922,3.333,6,141.2,9.8398,0.0269,9.8398,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
486,D,Sitting,Sitting,3.137,1.538,7,164.7,9.8336,0.0477,9.8337,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
487,D,Sitting,Sitting,3.529,3.333,5,117.6,9.8397,0.102,9.8402,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
488,D,Sitting,Sitting,3.529,4.0,5,117.6,9.8291,0.0625,9.8293,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
489,D,Sitting,Sitting,3.922,4.0,4,94.1,9.8315,0.1508,9.8327,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
490,D,Sitting,Sitting,3.922,4.0,5,117.6,9.8429,0.0403,9.8429,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
491,D,Sitting,Sitting,3.529,4.0,5,117.6,9.8499,0.2902,9.8542,0,0,0,0.0006,0.0001,"Very low variance, near-gravity magnitude"
492,D,Sitting,Sitting,3.529,4.0,4,94.1,9.8379,0.03,9.8379,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
493,D,Sitting,Sitting,3.922,4.0,5,117.6,9.8381,0.0195,9.8382,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
494,D,Sitting,Sitting,4.314,4.0,4,94.1,9.8455,0.0203,9.8456,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
495,D,Sitting,Sitting,3.137,2.857,2,47.1,9.8071,0.4336,9.8167,0,0,0,0.0017,0.0001,"Very low variance, near-gravity magnitude"
496,R,Clapping,Running (fast),3.922,2.0,5,117.6,11.3314,2.0474,11.5148,0,0,0,0.0099,0.0029,"Step freq ~3.92 Hz, high cadence"
497,R,Clapping,Brisk Walking,1.569,1.667,4,94.1,10.9241,1.5349,11.0314,0,0,0,0.0077,0.0005,Step freq ~1.67 Hz
498,R,Clapping,Brisk Walking,1.569,1.538,3,70.6,11.0684,1.9254,11.2346,0,0,0,0.0052,0.0017,Step freq ~1.57 Hz
499,R,Clapping,Brisk Walking,1.569,1.429,4,94.1,10.6946,1.2788,10.7708,0,0,0,0.0048,0.0005,Step freq ~1.57 Hz
500,R,Clapping,Brisk Walking,1.569,1.429,4,94.1,10.8691,1.5818,10.9836,0,0,0,0.0096,0.0004,Step freq ~1.57 Hz
501,R,Clapping,Brisk Walking,1.569,1.538,4,94.1,10.6284,1.395,10.7196,0,0,0,0.0037,0.0005,Step freq ~1.57 Hz
502,R,Clapping,Brisk Walking,1.569,1.538,4,94.1,10.7111,1.7925,10.86,0,0,0,0.0112,0.0014,Step freq ~1.57 Hz
503,R,Clapping,Brisk Walking,1.569,1.429,4,94.1,10.7611,1.6946,10.8937,0,0,0,0.0093,0.0036,Step freq ~1.57 Hz
504,R,Clapping,Brisk Walking,1.569,1.538,3,70.6,10.7981,1.5016,10.902,0,0,0,0.0049,0.0014,Step freq ~1.57 Hz
505,R,Clapping,Brisk Walking,1.569,1.538,3,70.6,11.3751,3.1783,11.8108,0,0,0,0.0367,0.0007,Step freq ~1.57 Hz
506,R,Clapping,Brisk Walking,3.137,1.538,4,94.1,11.1212,1.714,11.2525,0,0,0,0.0084,0.0015,Step freq ~3.14 Hz
507,R,Clapping,Brisk Walking,1.569,1.538,3,70.6,10.4306,1.2777,10.5085,0,0,0,0.0053,0.0011,Step freq ~1.57 Hz
508,R,Clapping,Brisk Walking,3.137,1.538,4,94.1,10.9497,1.6279,11.07,0,0,0,0.0066,0.0008,Step freq ~3.14 Hz
509,R,Clapping,Brisk Walking,3.137,1.538,4,94.1,11.4187,3.2362,11.8684,0,0,0,0.0464,0.0013,Step freq ~3.14 Hz
510,R,Clapping,Brisk Walking,1.569,1.538,4,94.1,11.1233,1.6307,11.2422,0,0,0,0.0101,0.0008,Step freq ~1.57 Hz
511,R,Clapping,Brisk Walking,1.569,1.538,4,94.1,10.9189,1.5592,11.0297,0,0,0,0.0038,0.002,Step freq ~1.57 Hz
512,R,Clapping,Brisk Walking,1.569,1.429,4,94.1,11.1453,1.4801,11.2431,0,0,0,0.0039,0.0018,Step freq ~1.57 Hz
513,R,Clapping,Brisk Walking,1.569,1.538,4,94.1,11.0753,1.8091,11.222,0,0,0,0.0053,0.0033,Step freq ~1.57 Hz
514,R,Clapping,Brisk Walking,1.569,1.538,3,70.6,11.1967,1.8856,11.3544,0,0,0,0.0081,0.0015,Step freq ~1.57 Hz
515,R,Clapping,Brisk Walking,1.569,1.667,4,94.1,11.4932,2.4505,11.7515,0,0,0,0.0159,0.0031,Step freq ~1.67 Hz
516,R,Clapping,Brisk Walking,1.569,1.538,3,70.6,10.9256,2.034,11.1133,0,0,0,0.0104,0.0024,Step freq ~1.57 Hz
517,R,Clapping,Brisk Walking,1.569,1.538,3,70.6,11.0411,1.943,11.2108,0,0,0,0.0059,0.0011,Step freq ~1.57 Hz
518,R,Clapping,Brisk Walking,1.569,1.429,4,94.1,10.7204,1.3537,10.8055,0,0,0,0.0053,0.0006,Step freq ~1.57 Hz
519,R,Clapping,Brisk Walking,2.745,1.429,3,70.6,11.2664,2.0377,11.4492,0,0,0,0.0082,0.002,Step freq ~2.75 Hz
520,R,Clapping,Brisk Walking,1.569,1.429,4,94.1,10.695,1.2478,10.7675,0,0,0,0.0049,0.0005,Step freq ~1.57 Hz
521,R,Clapping,Brisk Walking,2.745,1.429,4,94.1,10.9418,1.6444,11.0647,0,0,0,0.0063,0.0006,Step freq ~2.75 Hz
522,R,Clapping,Brisk Walking,2.745,1.429,3,70.6,10.6493,1.6141,10.7709,0,0,0,0.0054,0.0005,Step freq ~2.75 Hz
523,R,Clapping,Brisk Walking,1.569,1.429,3,70.6,10.761,1.6706,10.8899,0,0,0,0.0128,0.0002,Step freq ~1.57 Hz
524,R,Clapping,Brisk Walking,3.137,1.538,4,94.1,10.9665,2.1851,11.1821,0,0,0,0.0138,0.0056,Step freq ~3.14 Hz
525,R,Clapping,Brisk Walking,1.569,1.429,3,70.6,11.0378,1.8061,11.1846,0,0,0,0.0074,0.0012,Step freq ~1.57 Hz
526,R,Clapping,Brisk Walking,1.569,1.538,4,94.1,10.9425,1.6273,11.0629,0,0,0,0.0096,0.0008,Step freq ~1.57 Hz
527,R,Clapping,Brisk Walking,1.569,1.538,4,94.1,11.1197,1.8341,11.2699,0,0,0,0.0092,0.0017,Step freq ~1.57 Hz
528,R,Clapping,Brisk Walking,1.569,1.538,4,94.1,11.218,2.0091,11.3965,0,0,0,0.0074,0.0031,Step freq ~1.57 Hz
529,R,Clapping,Brisk Walking,1.569,1.538,4,94.1,10.9769,1.63,11.0973,0,0,0,0.0053,0.0015,Step freq ~1.57 Hz
530,R,Clapping,Brisk Walking,1.569,1.538,4,94.1,11.4299,1.8829,11.5839,0,0,0,0.0072,0.0019,Step freq ~1.57 Hz
531,R,Clapping,Brisk Walking,1.569,1.538,4,94.1,11.099,1.7145,11.2307,0,0,0,0.0046,0.0055,Step freq ~1.57 Hz
532,R,Clapping,Brisk Walking,1.569,1.538,3,70.6,11.0564,2.1491,11.2633,0,0,0,0.0091,0.0048,Step freq ~1.57 Hz
533,R,Clapping,Brisk Walking,1.569,1.429,3,70.6,10.8055,1.5971,10.9229,0,0,0,0.0042,0.0035,Step freq ~1.57 Hz
534,R,Clapping,Brisk Walking,1.569,1.429,4,94.1,11.0755,1.527,11.1802,0,0,0,0.0051,0.0023,Step freq ~1.57 Hz
535,R,Clapping,Brisk Walking,2.745,1.429,6,141.2,11.3683,2.0195,11.5463,0,0,0,0.0137,0.0055,Step freq ~2.75 Hz
536,R,Clapping,Brisk Walking,1.569,1.429,3,70.6,11.2859,1.8766,11.4408,0,0,0,0.0101,0.0016,Step freq ~1.57 Hz
537,R,Clapping,Brisk Walking,2.353,2.222,5,117.6,10.8455,1.2775,10.9205,0,0,0,0.0053,0.0007,Step freq ~2.35 Hz
538,R,Clapping,Running (fast),3.922,4.0,5,117.6,10.7192,1.1797,10.7839,0,0,0,0.0042,0.001,"Step freq ~4.00 Hz, high cadence"
539,R,Clapping,Running (fast),4.314,1.429,4,94.1,11.1796,2.2306,11.3999,0,0,0,0.0177,0.0054,"Step freq ~4.31 Hz, high cadence"
540,R,Clapping,Brisk Walking,1.569,0.741,4,94.1,10.2676,1.3828,10.3603,0,0,0,0.0044,0.0011,Step freq ~1.57 Hz
541,R,Clapping,Brisk Walking,1.569,1.429,4,94.1,10.844,1.8144,10.9948,0,0,0,0.0117,0.0008,Step freq ~1.57 Hz
542,R,Clapping,Brisk Walking,1.569,1.429,4,94.1,10.7805,1.9806,10.9609,0,0,0,0.0076,0.0026,Step freq ~1.57 Hz
543,R,Clapping,Brisk Walking,1.569,1.538,3,70.6,10.6407,1.5788,10.7572,0,0,0,0.0043,0.0011,Step freq ~1.57 Hz
544,R,Clapping,Running (fast),3.529,0.714,4,94.1,10.8323,2.3009,11.0739,0,0,0,0.0225,0.0018,"Step freq ~3.53 Hz, high cadence"
545,R,Clapping,Brisk Walking,1.569,1.538,4,94.1,10.6468,1.2278,10.7173,0,0,0,0.0027,0.0013,Step freq ~1.57 Hz
546,R,Clapping,Brisk Walking,1.569,1.538,3,70.6,10.7529,1.6142,10.8734,0,0,0,0.0048,0.0017,Step freq ~1.57 Hz
547,R,Clapping,Brisk Walking,1.569,1.538,4,94.1,10.737,2.0023,10.9221,0,0,0,0.0087,0.0038,Step freq ~1.57 Hz
548,R,Clapping,Brisk Walking,1.569,1.538,4,94.1,10.3545,1.3459,10.4416,0,0,0,0.0033,0.0013,Step freq ~1.57 Hz
549,R,Clapping,Brisk Walking,1.569,1.538,3,70.6,10.8907,2.3549,11.1424,0,0,0,0.0086,0.0062,Step freq ~1.57 Hz
550,R,Clapping,Brisk Walking,1.569,1.667,3,70.6,10.4371,1.197,10.5055,0,0,0,0.0047,0.0005,Step freq ~1.67 Hz
551,R,Clapping,Brisk Walking,1.569,1.538,4,94.1,10.6604,1.6124,10.7817,0,0,0,0.005,0.0006,Step freq ~1.57 Hz
552,R,Clapping,Running (fast),3.922,0.769,6,141.2,9.9786,1.3751,10.0729,0,0,0,0.0054,0.002,"Step freq ~3.92 Hz, high cadence"
553,R,Clapping,Brisk Walking,1.569,1.667,5,117.6,10.7985,1.7286,10.936,0,0,0,0.0073,0.0029,Step freq ~1.67 Hz
554,R,Clapping,Brisk Walking,1.569,1.538,4,94.1,10.6093,1.4178,10.7037,0,0,0,0.0072,0.0004,Step freq ~1.57 Hz
555,R,Clapping,Brisk Walking,1.961,1.538,5,117.6,10.6326,1.8426,10.7911,0,0,0,0.007,0.0009,Step freq ~1.96 Hz
556,R,Clapping,Walking,1.176,0.87,5,117.6,10.9495,1.7533,11.089,0,0,0,0.0095,0.0034,Step freq ~1.18 Hz
